wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q100848615,Tomislav Momirovic,Tomislav Momirović,male,1983-10-17,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2199745,"Minister of Construction, Transport and Infrastructure",2020-10-28,Q100848615-A203C0A7-9E9A-4C71-A645-8BEA03025B7E
Q100975531,Tatjana Matic,Tatjana Matić,female,1972-07-02,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2198867,"Minister of Trade, Tourism and Telecommunications",2020-10-28,Q100975531-42726747-856F-4710-9017-5DA594F598AD
Q100975934,Andjelka Atanaskovic,Anđelka Atanasković,female,1958-01-01,9,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q108304950,Minister of Economy,2020-10-28,Q100975934-D9BED26D-B6A8-4F34-9E62-B22C5721E029
Q100996171,Maja Popovic,Maja Popović,female,1972-01-01,9,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2199031,Minister of Justice,2020-10-28,Q100996171-97B3882E-A2D2-4464-8DAF-02C5648D910D
Q108307879,Novak Nedic,Novak Nedic,male,1982-01-01,9,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q25052039,Secretary-General,2014-05-01,Q108307879-8847D467-1A70-48B3-8EF6-534739775DCD
Q10843366,Zorana Mihajlovic,Zorana Mihajlović,female,1970-05-05,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2198845,Minister of Mining and Energy,2020-10-28,Q10843366-7A33050B-D63A-4ABE-A45B-50EFB568E9D6
Q10843366,Zorana Mihajlovic,Zorana Mihajlović,female,1970-05-05,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q16799332,Deputy Prime Minister,2014-04-27,Q10843366-B32A9F1C-49F4-4DB6-AB9E-26322854A9CA
Q11074974,Aleksandar Vulin,Aleksandar Vulin,male,1972-10-02,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2199011,Minister of the Interior,2020-10-28,Q11074974-6089aa5f-4bc5-23e5-ad9a-b16b4fe3a7a9
Q12749330,Branko Ruzic,Branko Ružić,male,1975-12-14,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q16799332,First Deputy Prime Minister,2020-10-28,Q12749330-20223D6B-95AD-449C-975A-F8BA5E04F4E2
Q12749330,Branko Ruzic,Branko Ružić,male,1975-12-14,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2198808,"Minister of Education, Science and Technological Development",2020-10-28,Q12749330-E023DAFD-45A2-431D-83BA-1CD0922992E0
Q1280390,Maja Gojkovic,Maja Gojković,female,1963-05-22,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2198731,Minister of Culture and Information,2020-10-28,Q1280390-4D3704AC-C9DA-4354-B15B-F3AB87BBD255
Q1280390,Maja Gojkovic,Maja Gojković,female,1963-05-22,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q16799332,Deputy Prime Minister,2020-10-28,Q1280390-9594EF93-FABF-4C61-8F36-C30B02C29444
Q1292388,Vanja Udovicic,Vanja Udovičić,male,1982-09-12,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2199761,Minister of Youth and Sport,2013-09-02,Q1292388-9D352F70-C232-4B32-8048-A3426243B093
Q12959561,Radomir Ratko Dmitrovic,Radomir Dmitrović,male,1958-01-01,9,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q108306941,Minister of Family Welfare and Demography,2020-10-28,Q12959561-9388EB35-E283-4D71-BEF2-9BE7BE98293D
Q15708342,Milan Krkobabic,Milan Krkobabić,male,1952-01-01,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q108304964,Minister of Rural Welfare,2020-10-28,Q15708342-825B0B29-ABAA-42C0-8D7F-417B3F3FBFB9
Q16269542,Gordana Comic,Gordana Čomić,female,1958-06-16,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q16935308,Minister for Human and Minority Rights and Social Dialogue,2020-10-28,Q16269542-DF18EA46-2222-45B9-9349-DB147DF9729D
Q16935101,Sinisa Mali,Siniša Mali,male,1972-08-25,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q108304936,Minister of Finance,2018-05-29,Q16935101-96892158-4b27-c48d-a02a-4f744ffb90ee
Q17350745,Zlatibor Loncar,Zlatibor Lončar,male,1971-08-03,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2198964,Minister of Health,2014-04-27,Q17350745-C111E242-081D-47D5-B6CE-F174549EE605
Q17388477,Jadranka Joksimovic,Jadranka Joksimović,female,1978-01-26,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q108306932,Minister for European Integration,2017-06-29,Q17388477-8F33D310-68D5-4C4B-8BDD-03732BA4B4B7
Q26258815,Ana Brnabic,Ana Brnabić,female,1975-09-28,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q835586,Prime Minister,2017-06-29,Q26258815-05cda942-4f1a-6dc7-7c34-3b6cdd11b2cd
Q27907563,Marija Obradovic,Marija Obradović,female,1974-06-24,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2199719,Minister of Public Administration and Local Self-Government,2020-10-28,Q27907563-3CCA8073-1693-4E5E-BDB9-E00B4AFC5760
Q29571792,Branislav Nedimovic,Branislav Nedimović,male,1977-11-27,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q16799332,Deputy Prime Minister,2020-10-28,Q29571792-2471AE33-3F0A-474D-B5BD-793859FE32C9
Q29571792,Branislav Nedimovic,Branislav Nedimović,male,1977-11-27,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2198698,"Minister of Agriculture, Forestry and Water Management",2016-08-11,Q29571792-F9BE45B7-0490-49BB-BD6B-F0C5FBCC8F08
Q4372683,Nenad Popovic,Nenad Popović,male,1966-09-30,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2199785,Minister without Portfolio,2017-06-29,Q4372683-10DE8B39-48C1-4EA2-B6D5-C03943B730CC
Q4442477,Nebojsa Stefanovic,Nebojša Stefanović,male,1976-11-20,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q16799332,Deputy Prime Minister,2016-08-11,Q4442477-14668F86-3F29-48C7-94A1-C2374DE74BB2
Q4442477,Nebojsa Stefanovic,Nebojša Stefanović,male,1976-11-20,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2198783,Minister of Defence,2020-10-28,Q4442477-BACE0A9A-28EB-4013-B884-8E745988D879
Q55584331,Novica Toncev,Novica Tončev,male,1962-12-09,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2199785,Minister without Portfolio,2020-10-28,Q55584331-3CEB5025-F13E-460E-AB78-784ED00BF9D4
Q7438681,Nikola Selakovic,Nikola Selaković,male,1983-04-30,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2198943,Minister of Foreign Affairs,2020-10-28,Q7438681-F2B8DE8C-3350-46ED-B85A-288A7DA11838
Q97041188,Irena Vujovic,Irena Vujović,female,1983-04-03,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q108306926,Minister of Environmental Protection,2020-10-28,Q97041188-E68CC3A4-EC31-4A7C-A787-9CA2445FE817
Q97329382,Darija Kisic Tepavcevic,Darija Kisić Tepavčević,female,1975-08-20,11,https://www.srbija.gov.rs/sastav/en/10/members-of-government.php,2021-08-28,Q2199072,"Minister of Labour, Employment, Veteran and Social Affairs",2020-10-28,Q97329382-4553C62E-B6B2-4986-9E78-4643D8407B1B
