item,itemLabel,startDate,endDate
Q526389,Vojislav Mihailović,1999-01-22,2000-10-05
Q1564987,Milan St. Protić,2000-10-05,2001-03-20
Q1254594,Dragan Jočić,2001-03-20,2001-06-01
Q1251594,Radmila Hrustanović,2001-06-01,2004-10-07
Q1280923,Nenad Bogdanović,2004-10-07,2006-06-05
Q1280923,Nenad Bogdanović,2006-06-05,2007-09-27
Q1565550,Zoran Alimpić,2007-09-27,2008-07-21
Q4957396,Branislav Belić,2008-07-21,2008-08-19
Q818114,Dragan Đilas,2008-08-19,2013-11-20
Q16935101,Siniša Mali,2014-04-24,2018-05-28
Q12748365,Andreja Mladenović,2018-05-28,2018-06-07
Q54861707,Zoran Radojičić,2018-06-07,2022-06-20
Q960994,Aleksandar Šapić,2022-06-20,
